Stock Name,Field,EPS_2009,EPS_2010,EPS_2011,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,EPS_2018,EPS_2019,EPS_2020,BV_2009,BV_2010,BV_2011,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,BV_2018,BV_2019,BV_2020,PE_2009,PE_2010,PE_2011,PE_2012,PE_2013,PE_2014,PE_2015,PE_2016,PE_2017,PE_2018,PE_2019,PE_2020,ROA_2009,ROA_2010,ROA_2011,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,ROA_2018,ROA_2019,ROA_2020,ROE_2009,ROE_2010,ROE_2011,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROS_2009,ROS_2010,ROS_2011,ROS_2012,ROS_2013,ROS_2014,ROS_2015,ROS_2016,ROS_2017,ROS_2018,ROS_2019,ROS_2020,GOS_2009,GOS_2010,GOS_2011,GOS_2012,GOS_2013,GOS_2014,GOS_2015,GOS_2016,GOS_2017,GOS_2018,GOS_2019,GOS_2020,DAR_2009,DAR_2010,DAR_2011,DAR_2012,DAR_2013,DAR_2014,DAR_2015,DAR_2016,DAR_2017,DAR_2018,DAR_2019,DAR_2020,EPS_,BV_,PE_,ROA_,ROE_,ROS_,GOS_,DAR_,EPS_2008,BV_2008,PE_2008,ROA_2008,ROE_2008,ROS_2008,GOS_2008,DAR_2008,EPS_2007,BV_2007,PE_2007,ROA_2007,ROE_2007,ROS_2007,GOS_2007,DAR_2007,EPS_2006,BV_2006,PE_2006,ROA_2006,ROE_2006,ROS_2006,GOS_2006,DAR_2006
PSH,Wholesale,,,,,,,,,,2.48,0.81,0.14,,,,,,,,,,12.8,12.66,12.44,,,,,,,,,,,,121.43,,,,,,,,,,1.85,1.31,0.29,,,,,,,,,,15.45,7.74,1.79,,,,,,,,,,1.52,1.35,0.46,,,,,,,,,,6.39,7.67,8.61,,,,,,,,,,88.03,83.1,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTB,Wholesale,2.78,5.04,6.46,5.62,7.68,9.29,9.42,11.22,13.29,,9.11,7.71,18.13,15.91,15.04,16.86,23.08,28.41,35.94,36.86,42.3,,37.97,40.96,,,1.86,2.26,4.99,5.76,8.33,11.01,9.89,,7.68,7.99,3.41,6.47,8.99,9.08,10.02,10.22,13.96,14.63,13.35,,10.06,7.51,15.33,28.54,31.21,33.33,33.3,32.7,33.49,33.26,31.42,,23.59,18.01,1.22,2.37,3.16,3.88,4.3,4.55,5.69,7.23,8.68,,7.85,6.4,9.12,10.72,12.9,12.56,12.83,13.18,14.82,16,17.55,,18.58,20.37,76.44,76.23,70,71.67,68.7,67.52,58.32,56.02,57.52,,57.37,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBS,Wholesale,,,,0.38,3.81,2.78,2,0.18,0.32,0.86,,-1.41,,,,12.17,15.98,13.06,12.13,11.94,11.67,12.81,,8.92,,,,,,5.04,4.4,25.83,22.44,5.13,,-1.77,,,,0.49,4.98,4.13,3.17,0.53,1.11,3.04,,-7.96,,,,2.99,23.86,15.42,10.07,1.43,2.79,6.68,,-15.74,,,,0.09,1.1,2.43,2.22,0.26,0.64,2.71,,-8.08,,,,3.72,4.04,5.69,5.62,4.34,5.09,3.47,,-1.62,,,,83.55,79.13,73.2,68.5,62.94,60.14,54.47,,49.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGT,Wholesale,1.29,0.46,-1.54,-3.51,,0.39,0.3,0.69,1.5,1.59,0.15,0.17,11.08,10.48,8.92,5.46,5.52,5.91,6.21,6.91,8.42,10.17,10.36,11.62,20.08,26.52,-5,-1.28,,15.13,18.33,7.68,4.67,3.58,32.6,38.65,4.01,1.39,-4.62,-13.66,0.01,1.56,1.03,2.6,6.22,6.06,0.52,0.5,10.86,4.18,-17.25,-64.29,0.04,6.56,4.86,9.97,17.86,15.68,1.43,1.45,21.18,7.98,-204.57,-327.07,0.08,12.96,4.14,7.18,13.92,17.4,1.58,2.66,22.35,4.91,12.47,81.39,27.69,21.73,16.68,34.58,30.19,34.1,20.52,25.56,62.33,63.68,73.57,78.54,77.47,76.15,78.84,73.91,65.19,61.33,63.3,65.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMA,Wholesale,2.24,2.46,1.49,0.61,0.42,0.31,0.02,0.3,2.36,1.12,0.68,-1.99,11.47,11.73,13.22,11.32,11.4,11.31,11.03,11.26,13.29,11.33,11.5,8.76,,4.59,2.62,6.23,10.71,16.13,280,22,4.7,11.7,20.29,-4.72,4.32,3.02,1.43,0.78,0.79,0.56,0.05,0.73,6.63,4.01,3.01,-8.67,19.55,20.99,11.26,3.81,3.72,2.76,0.22,2.66,18.05,9.58,6.62,-22.69,3.08,3.4,2.11,1.11,0.88,0.63,0.05,1.22,8.44,4.98,11.45,-51.28,7.99,7.43,7.3,12.55,7.98,6.1,5.83,12.81,20.82,13.3,28.37,40.26,77.87,85.6,87.29,79.58,78.78,79.86,79.26,72.75,63.26,58.08,54.49,61.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMC,Wholesale,5.77,5,2.9,2.32,0.88,0.67,-6.64,12.25,7.18,3.12,1.51,5.02,21.25,22.08,19.34,19.78,19.26,19.06,13.25,25.44,28.8,23.54,21.85,25.97,5.29,4.44,2.62,5.39,14.2,15.97,-1.08,1.74,3.7,4.82,7.25,3.88,4.63,3.31,3.05,3.2,0.85,0.48,-6.48,7.79,5.34,3.38,1.81,4.55,23.25,15.03,12.69,11.74,4.58,3.54,-50.11,48.25,22.33,13.26,6.89,19.32,1.38,1.19,0.81,0.77,0.27,0.18,-1.95,3.84,2.13,1.04,0.55,1.95,2.68,3.61,3.51,2.73,2.83,2.96,1.44,7.67,5.54,3.97,2.91,5.2,79.9,77.83,75.78,72.48,81.34,86.18,87.08,83.85,76.06,74.53,73.74,76.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST8,Wholesale,6.86,3.93,2.91,3.98,3.96,4,3.05,2.64,0.97,1.24,0.8,0.6,20.64,18.9,19.65,19.53,20.66,20.87,22.54,17.05,13.22,12.97,13.4,12.69,4.99,5.85,3.88,3.09,4.14,5.32,6.79,10.61,20.62,15.32,24.12,18.33,19.27,13.24,10.61,15.26,13.99,14.15,11.42,12.72,5.29,7.07,4.33,2.9,29.19,20.66,14.71,20.27,19.09,19.09,13.49,15.43,7.32,9.58,5.96,4.73,7.74,5.61,4.77,8.17,6.08,4.81,3.79,3.28,1.49,1.69,1.27,1.35,22.95,21.78,21.17,27.16,21.36,17.79,15.26,14.49,12.37,12.82,12.58,16.11,21.48,25.29,15.87,13.1,16.67,13.66,15.4,17.54,27.71,26.16,27.36,38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDG,Wholesale,,,,,,,0.88,1.6,,28.91,0.22,0.03,,,,,,,10.57,11.7,13.95,11.59,11.81,11.84,,,,,,,,,,0.11,7.95,92.67,,,,,,,2.86,8.48,10.7,4.22,0.82,0.13,,,,,,,4.34,12.01,16.1,7.41,1.84,0.28,,,,,,,4.48,8.18,9.62,2.75,0.43,0.07,,,,,,,6.94,13.28,16.24,8.29,6.12,5.57,,,,,,,34.04,29.39,33.53,43.01,55.26,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLH,Wholesale,2.51,1.02,0.48,0.72,1.62,0.94,-2.02,5.49,3.72,0.84,-1.42,0.75,14.28,13.91,12.76,12.4,11.93,13.47,9.93,15.47,16.9,15.76,14.31,14.49,,12.35,9.79,7.08,4.63,9.47,-2.03,2.23,3.02,6.65,-3.16,10.13,8.55,3.16,1.69,2.61,5.77,3.43,-9.35,19.09,11.78,2.98,-4,2.73,17.59,6.97,3.44,5.39,11.88,6.82,-20.15,34.88,21.69,5.27,-9.78,5.12,5.79,1.86,0.85,1.48,3.75,1.99,-4.72,11.3,6.85,1.43,-2.65,1.86,11.17,8.67,9.72,4.46,1.98,5.51,-0.46,16.35,12.05,6.39,3.08,6.48,50.73,54.05,49.9,50.68,50.54,48.93,53.61,45.28,45.67,43.47,59.1,46.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNA,Wholesale,6.68,8.68,5.02,4.77,4.34,4.1,5.88,9.74,6.93,1.67,3.64,1.02,20.95,27.37,29.07,30.94,32.53,34.44,37.27,37.28,33.1,14.69,16.16,14.24,3.07,3.26,3.98,3.19,5.53,6.34,6.38,5.9,5.09,6.77,5.8,12.89,5.5,11.69,5.9,5.8,4.92,3.52,4.87,8.2,7.32,3.39,7.76,2.31,15.26,31.69,17.25,15.42,13.35,13.71,18.45,29.68,23.96,13.74,24.26,8.69,4.57,8.1,3.77,3.17,2.19,2.34,2.38,3.21,2.39,1.51,2.93,0.94,6.51,14.1,10.06,8.31,7.7,7.12,7,7.25,6.6,4.41,4.08,4.38,63.9,63.04,65.7,62.18,62.97,74.32,73.62,72.38,69.46,75.3,68.02,73.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNI,Wholesale,,2.84,,,,4.09,0.55,0.7,0.85,0.28,0.35,,,10.43,,,,10.49,11.03,11.73,11.57,10.87,11.22,11.21,,,,,,,,,7.61,32.64,30.29,,,2.66,,,,9.2,2.01,2.63,3.34,1.27,1.39,0.01,,21.96,,,,24.28,5,5.94,7.33,2.25,3.15,0.02,,1.61,,,,6.59,0.86,1.97,1.74,0.83,1,0.01,,6.15,,,,1.78,1.78,5.71,4.45,2.54,3.97,2.63,,87.9,,,,62.09,59.73,55.66,54.49,43.38,55.69,45.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC,Wholesale,3.5,1.76,3.75,-6.98,0.4,5.37,1.19,0.07,-0.17,-0.18,0.01,0.11,23.11,22.46,24,15.29,15.36,17.51,11.58,14.12,12.58,12.34,12.33,12.43,10,10.34,3.47,-0.93,22.5,7.99,11.68,37.57,-21.76,-7.17,308,31.27,3.13,1.76,3.19,-10.17,0.96,14.71,5.55,0.45,-1.22,-1.31,0.07,0.85,15.14,7.84,15.4,-44,2.49,22.31,6.35,0.51,-1.35,-1.45,0.08,0.92,1.11,0.57,1.13,-2.27,0.45,13,9.27,0.63,-3.03,-3.4,0.33,3.67,6.1,7.29,8.15,3.68,9.76,22.05,13.48,11.58,15.66,14.53,14.72,15.87,79.26,77.43,75.18,69.95,51.1,25.16,12.55,10.25,9.71,9.79,6.17,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTB,Wholesale,,,,,0.84,3,2.95,1.27,0.94,0.58,0.7,0.25,,,,,11.43,14.43,12.77,11.05,11.24,10.74,11.42,10.6,,,,,,,3.9,4.96,12.55,37.93,6.07,22.96,,,,,2.76,7.76,6.34,5.48,5.87,2.53,2.68,0.83,,,,,7.3,20.8,16.14,7.03,7.83,5.2,6.17,2.11,,,,,5.73,12.63,9.92,9.99,10.47,6.94,6.36,2.31,,,,,20.91,23.08,18.33,17.2,12.25,9.01,8.48,3.85,,,,,62.24,62.68,60.73,22.01,25.02,51.25,56.63,60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFG,Wholesale,12.63,9.7,7.46,6.78,5.58,7.68,8.36,,5.72,3.72,3.99,4.44,47.87,44.02,38.93,40.69,42.25,46.16,40.1,42.08,35.11,27.81,28.32,30.16,,,,,,,,,,,,,16.03,13.23,10.16,7.8,6.65,7.87,10.74,9.75,7.74,6.4,6.23,8.88,26.34,22.02,19.16,16.41,13.13,16.55,19.62,19.02,16.86,14.87,15.65,16.88,12.62,9.08,9.33,5.75,4.37,5.39,6.89,6.39,6.46,5.71,6.87,8.67,27.25,24.38,27.71,28.86,30.4,29.33,26.32,25.78,23.21,24.39,24.22,26.13,39.15,39.92,46.98,52.47,49.36,52.46,45.26,48.74,54.07,56.95,60.19,47.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VID,Wholesale,1.37,0.64,-0.3,-0.95,0.88,0.32,0.35,0.6,4.26,0.51,0.03,0.74,12.98,11.41,10.96,9.97,10.85,11.16,11.5,14.23,17.8,17.17,17.09,16.77,9.34,16.25,-13.33,-2.84,4.55,12.81,17.14,6.5,1.87,12.49,130,11.76,5.32,1.87,-0.95,-3.32,5.05,2.08,2.05,3.24,16.46,1.63,0.15,2.23,10.55,5.05,-2.76,-9.54,8.15,2.88,3.07,4.48,23.98,2.82,0.28,4.09,4.55,1.61,-0.79,-3.96,9.34,8.72,7.3,21.13,18.17,1.57,0.13,1.94,11.42,10.14,9.52,9.75,13.18,2.59,-14.73,6.3,5.24,8.46,7.85,8.15,49.55,62.85,65.48,65.19,37.95,27.51,33.2,27.67,31.35,42.16,47.08,45.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMD,Wholesale,3.83,2.89,3.58,1.83,2.55,3.59,2.09,2.7,2.2,2.14,2.07,2.39,11.16,17.48,21.08,20.62,20.85,22.47,22.13,22.48,22.11,22.1,22,23.56,,9.97,5.87,7.87,4.82,5.4,14.4,12.15,11.82,10,11.98,9,1.23,0.85,0.72,0.34,0.42,0.52,0.36,0.32,0.33,0.34,0.36,0.44,34.33,16.24,16.97,8.79,12.23,15.97,12.22,9.2,9.09,9.68,9.42,10.14,0.49,0.39,0.4,0.17,0.21,0.27,0.19,0.19,0.21,0.22,0.18,0.2,9.57,9.62,9.59,8.86,8.36,8.1,9.4,8.22,8.26,9.22,8.17,8.29,96.41,94.76,95.75,96.13,96.55,96.74,97.06,96.51,96.4,96.5,96.23,95.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPG,Wholesale,,,,,,,5.5,1.27,1.49,2.55,2.2,2.5,,,,,,,10.97,11.22,12.71,13.58,13.13,13.22,,,,,,,,,,9.02,10.45,7.44,,,,,,,1.66,1.53,2.22,2.67,2.87,5.7,,,,,,,5.01,6.57,11.73,18.8,15.86,17.05,,,,,,,0.91,0.96,1.37,2.62,2.4,3.79,,,,,,,6.14,3.66,6.09,12.53,16.87,12.58,,,,,,,66.98,76.77,81.07,85.82,81.88,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,Retail,,,,,,0.6,0.81,1.08,0.62,0.3,0.2,0.16,,,,,,10.7,11.97,11.73,12.25,11.09,11.89,12.02,,,,,,26.83,12.35,13.89,14.65,8.83,9.8,17.88,,,,,,3.78,4.79,3.26,3.17,1.83,1.17,0.94,,,,,,5.43,6.74,5.81,5.02,2.58,1.64,1.29,,,,,,3.65,2.35,3.07,1.91,1.81,1.43,2.26,,,,,,5.57,5.77,7.63,5.99,4.03,4.58,8.12,,,,,,27.2,28.96,43.92,36.81,29.13,28.49,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST,Retail,,,,,,,0.63,5.87,5.62,4.46,4.24,,,,,,,,10.04,12.57,13.04,15.41,14.31,,,,,,,,,,,15.52,20.05,,,,,,,,2.16,11.91,23.52,24.16,21.84,,,,,,,,4.04,21.73,31.4,29,29.63,,,,,,,,2.84,13.84,22.36,18.61,16.73,,,,,,,,48.83,53.15,52.82,53.89,54.17,,,,,,,,46.43,45.18,25.09,16.68,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTT,Retail,3.16,3.72,3.83,4.03,4.43,3.61,2.91,2.53,2.54,3.26,3.56,1.1,28.69,29.92,29.84,30.71,25.44,25.44,26.97,27.45,23.02,24.75,27.09,26.96,,7.28,4.44,5.26,6.66,10.53,14.4,13.62,13.11,10.17,10.86,46.36,8.23,9.71,9.72,10.23,13.3,11.21,10.13,7.35,8.4,10.73,10.02,3.35,11.02,12.43,12.85,13.11,17.43,14.21,13.25,10.58,12.4,15.76,14.68,4.56,13.36,12.01,10.84,10.9,13.89,11.64,11.34,8.42,10.78,14.88,16.83,9.93,31.24,30.13,32.27,29.27,28.55,28.8,26.58,25.75,32.74,36.03,41.48,39.38,24.92,21.49,23.86,21.6,23.24,20.67,23.5,30.46,32.22,31.92,31.72,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI,Retail,3.47,2.62,2.93,2.32,1.2,1.14,1.45,1.31,1.36,1.42,1.42,,16.1,15.81,15.86,14.15,15.27,15.37,16.06,14.86,15.15,15.25,15.37,,,7.48,3.07,3.97,9,10.79,6.97,9.16,10.96,8.2,10.77,,5.23,4.81,5.09,4.26,2.78,2.54,3.79,4,4.19,4.25,4.28,,16.18,16.59,18.1,12.4,7.72,7.32,10.63,10.05,10.69,10.81,10.86,,14.25,10.92,7.5,5.99,3.55,2.97,6.14,9.02,8.58,7.34,7.7,,13.61,9.23,7.03,6.43,6.19,6.17,10.79,13.9,12.33,11.15,10.98,,67.69,71.03,71.89,65.62,63.94,65.24,64.36,60.23,60.77,60.68,60.53,,,,,,,,,,4.78,23.79,,6.4,20.1,16.94,14.49,68.17,,,,,,,,,,,,,,,,
CMV,Retail,5,3.23,3.89,2.55,1.89,2,2.24,1.88,1.63,1.49,1.22,1.28,14.5,13.5,14.59,12.41,12.77,12.47,13.96,14.25,14.37,14.86,,16.34,,8.3,5.91,7.25,7.2,7.55,7.37,9.39,13.8,11.74,14.71,11.05,9.89,7.41,8.4,5.59,4.33,4.07,4.86,3.66,3.34,2.89,2.28,2.85,29.98,23.94,26.66,18.09,14.82,16.01,17.86,14.69,12.87,11.43,9.2,8.72,1.21,0.86,0.88,0.62,0.53,0.55,0.74,0.63,0.52,0.44,0.35,0.41,3.85,2.99,3.18,2.98,2.94,3.16,3.23,2.97,3.05,3.96,3.8,4.45,67.02,67.83,67.16,67.29,69.08,73.51,72.79,75.07,74.03,74.71,75.19,67.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,Retail,7.5,2.7,2.42,1.78,1.86,3.01,6.37,7.12,6.74,6.39,3.61,2.59,39.42,25.3,25.34,25.3,25.5,27.53,28.03,30.12,33.05,35.65,31.49,31.35,8.07,14.26,11.07,16.01,14.52,9.8,8.32,7.16,8.71,8.53,13.21,17.76,13.44,7.95,7.42,4.04,4.27,9.81,22.25,20.72,17.96,15.86,9.9,7.43,18.26,10.33,9.3,6.87,7.09,10.81,25.27,25.8,20.38,17.93,11.48,8.37,2.24,1.02,0.7,0.49,0.49,0.77,2.38,3.16,2.48,2.13,1.21,1.28,5.78,4.07,2.79,2.98,2.92,3.35,7.01,8.21,7.22,6.25,4.91,6.13,26.41,23.07,20.22,41.11,39.77,9.27,11.94,19.68,11.84,11.56,13.71,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTF,Retail,,,,,,,0.67,1.42,1.18,2.86,0.91,0.02,,,,,,,11.18,12.6,12.78,14.84,11.69,11.69,,,,,,,,,20.93,8.22,25.6,990,,,,,,,2.91,3.98,2.88,5.62,2.49,0.06,,,,,,,5.97,11.92,9.88,20.33,7.24,0.19,,,,,,,0.58,0.84,0.66,1.6,0.61,0.02,,,,,,,5.74,5.64,4.34,7.12,5.71,5.48,,,,,,,51.25,66.62,70.88,72.34,65.58,66.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT,Retail,,,,,,,,,2.03,4.96,2.61,0.27,,,,,,,,,19.91,17.04,16.2,15.51,,,,,,,,,,14.5,8.07,,,,,,,,,,7.49,6.73,3.23,0.46,,,,,,,,,36.4,30.01,16.65,2.02,,,,,,,,,2.2,2.27,1.28,0.17,,,,,,,,,13.82,13.36,12.69,13.92,,,,,,,,,79.43,77.58,80.6,77.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAX,Retail,1.93,1.28,-1.03,-2.03,0.22,1.5,2.59,0.01,3.61,2.82,1.43,3.41,13.94,14.46,9.45,7.42,7.56,9.08,11.74,21.45,16.69,12.93,12.67,14.57,8.76,10.86,-4.66,-1.67,19.09,5.8,6.8,4100,10.15,5.57,11.54,5.51,6.23,3.34,-3.79,-9.7,1.08,6.87,6.52,9.06,5.71,5.42,3.13,10.13,12.96,8.89,-10.88,-27.29,2.98,16.5,22.07,25.55,21.63,21.77,10.96,23.32,1.12,0.98,-1.2,-3.51,0.36,1.37,3.51,2.71,2.2,2.07,0.99,2.24,6.33,7.47,4.33,3.1,4.14,2.94,6.39,3.46,3.8,4.84,3.79,5.77,49.77,60.75,63.68,63.16,62.87,57.58,70.46,64.55,73.61,75.08,71.48,56.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWG,Retail,97.12,144.52,29.58,12.4,24.29,5.98,7.3,10.25,7.16,6.69,8.66,8.65,109.4,190.11,30.84,43.41,73.04,13.17,16.91,24.95,18.64,20.26,27.38,34.16,,,,,,18.23,10.75,15.22,18.3,13,13.16,13.75,14.96,18.35,10.32,7.84,11.45,19.61,14.75,10.62,9.66,10.24,9.19,8.51,88.77,76.02,52.28,27.43,31.94,45.3,43.16,41.06,37.33,32.05,31.57,25.31,2.45,3.91,2.94,1.7,2.69,4.24,4.24,3.54,3.32,3.33,3.75,3.61,11.7,18.05,17.74,16.2,14.82,15.21,15.53,16.17,16.8,17.68,19.07,22.07,82.97,74.69,79.89,71.21,63.05,56.44,65.82,74.14,74.11,68.06,70.88,66.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAV,Retail,1.47,1.46,1.5,0.51,0.48,0.96,0.76,-1.51,0.32,1.8,1.73,2.96,11.79,11.94,12.13,11.68,12.02,12.32,12.46,10.05,10.37,12.15,13.23,13.9,9.8,9.04,4.87,13.73,14.17,7.29,13.03,-4.11,18.22,4.24,7.46,6.35,7.27,7.72,7.06,2.44,2.12,4.67,3.87,-9.39,1.97,8.83,7.7,13.69,12.46,12.2,12.33,4.79,3.95,7.8,6.39,-15.03,3.22,15.42,13.62,22.22,8.21,7.05,6.54,2.61,2.03,3.69,3.58,-11.42,2.62,16.68,13.7,34.9,17.58,18.21,21.32,15.36,14.21,17.89,14.91,4.69,14.9,12.42,5.16,16.37,41.63,36.74,42.78,48.96,46.18,40.17,39.49,37.54,38.7,42.77,43.5,38.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,Retail,0.53,0.54,,-1.72,-2.35,0.22,0.36,0.18,-6.16,13.54,1.3,0.52,13.99,13.81,13.29,11.61,7.99,6.73,8.79,8.62,2.6,13.89,15.16,15.18,18.11,16.48,,-2.21,-2.38,56.36,38.89,92.78,-3.87,1.33,11,18.56,1.12,1.52,,-4.35,-7.06,0.65,0.83,0.36,-13.02,34.47,3.04,1.11,2.47,3.89,0.01,-14.45,-28.19,3.21,4.02,2.02,-232.09,95.4,8.37,3.36,1.19,1.8,,-5.19,-7.58,0.73,0.92,0.36,-11.11,20.9,2.07,0.99,27.98,32.29,33.38,35.69,35.21,38.74,35.72,30.54,29.8,39.3,39.61,38.36,54.79,61.02,66.32,69.91,74.96,79.67,79.23,81.95,94.39,63.87,63.67,66.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFC,Retail,6.68,5.34,2.87,1.89,1.83,3.32,3.24,3.55,2.51,2.51,1.91,1.82,16.42,15.87,16.94,16.53,15.56,16.32,18.09,18.77,19.16,18.63,17.55,16.37,7.11,5.24,9.27,12.17,13.11,8.13,7.28,7.89,10.68,9.96,11.31,13.19,18.34,23.83,13.89,5.85,4.4,8.42,7.95,8.31,6.47,10.81,6.87,6.99,33.4,33.65,16.96,11.38,11.17,20.22,19.43,20.38,14.71,15.06,12.2,12.29,4.01,3.75,1.64,0.92,0.8,1.45,2.82,3.81,2.41,2.22,2.69,2.49,8.01,7.14,3.58,3.29,3.45,4.42,7.94,10.11,7.64,7.22,8.96,9.92,45.11,29.17,18.08,48.64,60.6,58.34,59.08,59.2,56,28.26,43.69,43.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVC,Retail,3.42,2.87,1.79,1.8,1.65,2.07,3.57,,3.18,6.42,5.54,4.49,28.56,29.31,29.64,29.33,29.67,30.19,42.45,46.91,51.1,61.42,65.6,52.31,10.53,8.71,9.78,7.56,9.09,7.73,11.6,,15.66,6.7,7.76,15.37,4.01,3.04,1.64,1.65,1.47,1.96,3.77,3.68,2.26,3.97,3.25,3.61,10.07,9.79,6.02,6.12,5.55,6.87,9.79,10.49,6.39,11.27,9.37,8.82,2.33,1.72,0.72,0.83,0.63,0.65,1.05,0.9,0.59,1.16,0.84,0.96,8.34,6.39,6.6,7.1,6.01,6.31,4.97,5.22,5.23,6.86,5.76,5.74,54.24,62.66,67.09,66.76,67.3,63.18,61.52,64.87,64.69,64.76,65.32,59.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGC,Retail,,,,,,0.8,1.24,1.83,1.58,1.26,1.45,1.34,,17.05,11.55,11.05,10.85,9.99,12.48,14.23,14.99,15.33,15.74,15.67,,,,,,,6.45,8.36,16.71,14.44,12.69,20,,5.32,1.44,0.4,0.27,1.72,2.82,3.96,3.74,3.42,3.28,2.82,,38.53,11.89,3.42,2.5,7.96,9.94,11.76,8.93,8.23,9.23,8.55,,5.75,2.03,0.74,0.49,4.79,4.2,6.31,6.53,6.42,6.42,6.37,,17.57,17.36,17.62,19.2,21.03,21.96,24.31,23.28,23.2,23.85,24.68,,81.82,84.69,86.07,87.38,76,71.69,66.38,58.09,58.44,64.53,67.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASG,Transport,,,,,,,,,,,2.91,1.36,,,,,,,,,,24.38,21.66,20.97,,,,,,,,,,,,29.04,,,,,,,,,,12.61,9.7,4.09,,,,,,,,,,18.75,13.1,6.18,,,,,,,,,,24.49,15.49,11.87,,,,,,,,,,36.41,33.5,26.06,,,,,,,,,,32.77,25.92,33.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLL,Transport,,,,2.76,3.43,3.08,2.4,2.27,2.33,2.42,2.43,,,,,13.62,15.6,16.28,16.37,16.94,17.36,18.35,18.58,18.2,,,,,,11.01,10.42,11.59,12.17,9.92,10.53,,,,,13.66,15.96,14.66,10.91,12.07,13.6,12.69,12.56,14.18,,,,20.26,21.97,19.57,14.06,14.12,14.15,14.31,13.88,14.85,,,,39.29,41.42,32.54,28.68,28.27,33.14,23.6,25.05,48.47,,,,57.67,54.02,46.69,40.92,39.07,44.09,34.6,35.45,55.36,,,,32.57,27.33,25.1,22.43,14.5,3.92,11.33,9.56,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVP,Transport,4.24,6.78,7.58,9.4,4.92,5.7,7.03,7.17,7.19,7.19,6.19,5.94,14.96,19.37,22.29,27.33,17.96,20.05,23.48,22.84,24.44,26.65,29.28,32.08,9.67,5.96,4.89,4.68,8.64,8.11,8.89,10.04,8.89,5.84,5.88,7.88,18.41,26.67,21.69,23.83,21.3,23.36,25.2,26.81,26.19,24.64,19.37,17.02,28.36,34.99,34.01,34.41,27.41,28.42,29.93,31.4,29.4,26.99,21.14,18.52,32.09,41.43,37.66,39.57,39.35,42.09,43.11,43.98,45.87,45.05,44.23,45.87,38.01,45.74,39.7,43.73,44.44,43.63,47.19,49.11,49.43,49.65,50.96,48.13,35.1,23.78,36.23,30.75,22.29,17.81,15.79,14.61,10.91,8.72,8.41,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
